Date,Value,AVG_TEMP,AVG_WIND,AVG_HUMID,CLOUD,PRESSURE,changeAVG_TEMP,changeAVG_WIND,changeAVG_HUMID,changeCLOUD,changePRESSURE,Month,Week,Weeday
1-Sep-17,3785.2387,58.4,5.5,65,9.9,1020.6,-8,0.1,-12.5,-29.1,6.1,9,35,6
2-Sep-17,3270.28915,54,4.7,86.1,56,1021,-4.4,-0.8,21.1,46.1,0.4,9,35,7
3-Sep-17,3230.88825,61.3,5.3,88.8,80.7,1013.4,7.3,0.6,2.7,24.7,-7.6,9,36,1
4-Sep-17,3699.9446,66.3,6.1,76.5,13.3,1013,5,0.8,-12.3,-67.4,-0.4,9,36,2
5-Sep-17,4462.46855,69.1,4.9,85.2,48.8,1007.9,2.8,-1.2,8.7,35.5,-5.1,9,36,3
6-Sep-17,3951.11875,60.7,2.7,95.3,93.9,1011.1,-8.4,-2.2,10.1,45.1,3.2,9,36,4
7-Sep-17,3862.4221,60.5,6.4,78.7,58.7,1013.4,-0.2,3.7,-16.6,-35.2,2.3,9,36,5
8-Sep-17,4256.7082,58.1,5.1,77.7,36.7,1019.9,-2.4,-1.3,-1,-22,6.5,9,36,6
9-Sep-17,3631.50345,56.2,5.8,76.2,39.6,1025.7,-1.9,0.7,-1.5,2.9,5.8,9,36,7
10-Sep-17,3556.7366,58,4.5,73.3,14.7,1028.3,1.8,-1.3,-2.9,-24.9,2.6,9,37,1
11-Sep-17,4273.8442,58.6,1.9,75.3,9.5,1025.1,0.6,-2.6,2,-5.2,-3.2,9,37,2
12-Sep-17,4432.3437,62.3,1.6,78.4,13.2,1016.6,3.7,-0.3,3.1,3.7,-8.5,9,37,3
13-Sep-17,4390.0307,63.6,1.8,91.5,71.6,1012.2,1.3,0.2,13.1,58.4,-4.4,9,37,4
14-Sep-17,4731.69585,68.9,3.7,87,74,1011.7,5.3,1.9,-4.5,2.4,-0.5,9,37,5
15-Sep-17,4968.7039,69.3,2.5,83.9,49.9,1017,0.4,-1.2,-3.1,-24.1,5.3,9,37,6
16-Sep-17,4687.0921,70.6,2,83.6,41,1020.1,1.3,-0.5,-0.3,-8.9,3.1,9,37,7
17-Sep-17,4702.33685,70.3,1.9,86.7,51.7,1019.9,-0.3,-0.1,3.1,10.7,-0.2,9,38,1
18-Sep-17,4959.89195,68.4,3.3,87.8,58.8,1018.6,-1.9,1.4,1.1,7.1,-1.3,9,38,2
19-Sep-17,5314.574,70.4,5.8,81.3,61.7,1015.4,2,2.5,-6.5,2.9,-3.2,9,38,3
20-Sep-17,5673.4151,72.2,5.6,73,22.6,1013.4,1.8,-0.2,-8.3,-39.1,-2,9,38,4
21-Sep-17,5705.54425,71.4,3.4,76.5,11.6,1016.7,-0.8,-2.2,3.5,-11,3.3,9,38,5
22-Sep-17,5269.1687,70.3,4,70.2,7.8,1017,-1.1,0.6,-6.3,-3.8,0.3,9,38,6
23-Sep-17,4770.7355,70,3.6,67.1,2.5,1017.7,-0.3,-0.4,-3.1,-5.3,0.7,9,38,7
24-Sep-17,5341.2045,73.9,2.9,74.2,2.7,1018.2,3.9,-0.7,7.1,0.2,0.5,9,39,1
25-Sep-17,6106.32945,75.5,2.4,77.5,10.6,1017,1.6,-0.5,3.3,7.9,-1.2,9,39,2
26-Sep-17,6046.8422,73.7,2.5,80,14.1,1015.7,-1.8,0.1,2.5,3.5,-1.3,9,39,3
27-Sep-17,6143.91645,73.9,2.6,78.7,15.1,1011.6,0.2,0.1,-1.3,1,-4.1,9,39,4
28-Sep-17,4811.65875,67,10,62.6,15.2,1011.6,-6.9,7.4,-16.1,0.1,0,9,39,5
29-Sep-17,3974.49035,56.8,4,69.3,24.1,1017.1,-10.2,-6,6.7,8.9,5.5,9,39,6
30-Sep-17,3321.43875,54.7,8.5,72.4,67.9,1022.1,-2.1,4.5,3.1,43.8,5,9,39,7
1-Oct-17,3381.9256,51.8,2.8,71.8,4.7,1027.8,-2.9,-5.7,-0.6,-63.2,5.7,10,40,1
2-Oct-17,3857.38925,54.2,1.8,70.9,5,1029,2.4,-1,-0.9,0.3,1.2,10,40,2
3-Oct-17,3909.1041,56.8,3.3,73.7,4.8,1033.7,2.6,1.5,2.8,-0.2,4.7,10,40,3
4-Oct-17,4021.1528,61.2,4.3,76.7,15,1027.7,4.4,1,3,10.2,-6,10,40,4
5-Oct-17,4245.18305,68,5,76,41.9,1020.1,6.8,0.7,-0.7,26.9,-7.6,10,40,5
6-Oct-17,4187.96105,67.9,2.4,83.4,50.4,1018.7,-0.1,-2.6,7.4,8.5,-1.4,10,40,6
7-Oct-17,3896.76465,70.4,5.5,77.4,27.7,1017.1,2.5,3.1,-6,-22.7,-1.6,10,40,7
8-Oct-17,4081.8224,74.2,6.9,87.1,70.5,1013.2,3.8,1.4,9.7,42.8,-3.9,10,41,1
9-Oct-17,4711.4769,73.8,7.6,91.8,89.2,1011.6,-0.4,0.7,4.7,18.7,-1.6,10,41,2
10-Oct-17,4397.75805,69.8,3,82.2,41.1,1018.1,-4,-4.6,-9.6,-48.1,6.5,10,41,3
11-Oct-17,3958.29785,63.8,4.9,88,67.1,1018.9,-6,1.9,5.8,26,0.8,10,41,4
12-Oct-17,3732.061,57.6,7.8,87.5,96.2,1024.7,-6.2,2.9,-0.5,29.1,5.8,10,41,5
13-Oct-17,3585.6553,55.8,5.1,85.8,94.5,1027.8,-1.8,-2.7,-1.7,-1.7,3.1,10,41,6
14-Oct-17,3290.3925,61.3,1.9,91.4,96.1,1023.3,5.5,-3.2,5.6,1.6,-4.5,10,41,7
15-Oct-17,3579.47325,65.1,6.1,88.6,84.1,1014.2,3.8,4.2,-2.8,-12,-9.1,10,42,1
16-Oct-17,3786.66245,54.8,9.6,65.6,50.3,1017.7,-10.3,3.5,-23,-33.8,3.5,10,42,2
17-Oct-17,3882.90115,46.2,3.3,67,1.3,1025.9,-8.6,-6.3,1.4,-49,8.2,10,42,3
18-Oct-17,3940.68245,52.7,3,71.2,2.6,1025.9,6.5,-0.3,4.2,1.3,0,10,42,4
19-Oct-17,3810.6877,55.4,4,72,6.2,1022.2,2.7,1,0.8,3.6,-3.7,10,42,5
20-Oct-17,3758.47135,57.6,4.7,61.9,2.6,1021.9,2.2,0.7,-10.1,-3.6,-0.3,10,42,6
21-Oct-17,3404.69625,55.3,1.5,68.3,1.6,1026.2,-2.3,-3.2,6.4,-1,4.3,10,42,7
22-Oct-17,3482.2137,57.3,2.9,70.4,4.5,1027.3,2,1.4,2.1,2.9,1.1,10,43,1
23-Oct-17,3814.9105,63.3,6.8,84.5,83.7,1020.4,6,3.9,14.1,79.2,-6.9,10,43,2
24-Oct-17,3809.2223,66.2,9.7,78.3,64.6,1007.2,2.9,2.9,-6.2,-19.1,-13.2,10,43,3
25-Oct-17,3647.8991,53.7,5.6,61.9,33.9,1007.8,-12.5,-4.1,-16.4,-30.7,0.6,10,43,4
26-Oct-17,3755.0671,47.9,7.5,69.5,49,1009.8,-5.8,1.9,7.6,15.1,2,10,43,5
27-Oct-17,3928.4093,48,3.7,70.3,2.6,1017.1,0.1,-3.8,0.8,-46.4,7.3,10,43,6
28-Oct-17,3187.33595,55.3,6.3,72.9,18.6,1013.3,7.3,2.6,2.6,16,-3.8,10,43,7
29-Oct-17,3283.5262,57.6,7.2,94.5,95.6,1000.3,2.3,0.9,21.6,77,-13,10,44,1
30-Oct-17,3748.41075,48.4,13.8,65.1,75.3,999.2,-9.2,6.6,-29.4,-20.3,-1.1,10,44,2
31-Oct-17,3840.2456,45.4,8.2,59.3,22.2,1017.9,-3,-5.6,-5.8,-53.1,18.7,10,44,3
1-Nov-17,4024.3046,41.8,2.9,83.1,78.4,1024.5,-3.6,-5.3,23.8,56.2,6.6,11,44,4
2-Nov-17,3799.07075,58,3.6,84.1,58.7,1022.3,16.2,0.7,1,-19.7,-2.2,11,44,5
3-Nov-17,3708.4684,58.4,6,83,43.5,1019.1,0.4,2.4,-1.1,-15.2,-3.2,11,44,6
4-Nov-17,3315.3774,47.1,4.3,69,18.8,1025.7,-11.3,-1.7,-14,-24.7,6.6,11,44,7
5-Nov-17,3396.3552,53.9,5.1,93.1,99.5,1020.5,6.8,0.8,24.1,80.7,-5.2,11,45,1
6-Nov-17,3750.7916,56.8,7.5,86.1,78,1015,2.9,2.4,-7,-21.5,-5.5,11,45,2
7-Nov-17,4484.38155,38.2,5.6,84.4,62.5,1022.4,-18.6,-1.9,-1.7,-15.5,7.4,11,45,3
8-Nov-17,4349.9889,38.9,4.1,80.2,48.7,1023.9,0.7,-1.5,-4.2,-13.8,1.5,11,45,4
9-Nov-17,4426.91305,39.9,2.7,91.4,81.1,1020.2,1,-1.4,11.2,32.4,-3.7,11,45,5
10-Nov-17,4665.08815,32.6,12.5,55.2,30.7,1026,-7.3,9.8,-36.2,-50.4,5.8,11,45,6
11-Nov-17,4342.4426,26.6,3.6,55.1,1.7,1034.3,-6,-8.9,-0.1,-29,8.3,11,45,7
12-Nov-17,4051.18755,33.3,1.6,63.2,16.3,1030.6,6.7,-2,8.1,14.6,-3.7,11,46,1
13-Nov-17,4480.26755,38.1,2,83,79,1027.2,4.8,0.4,19.8,62.7,-3.4,11,46,2
14-Nov-17,4465.50985,40.5,3.2,77,94.1,1026.8,2.4,1.2,-6,15.1,-0.4,11,46,3
15-Nov-17,4605.67655,40.2,3.9,75,42.4,1022.2,-0.3,0.7,-2,-51.7,-4.6,11,46,4
16-Nov-17,4354.907,45.8,9.6,74.2,76.8,1012.8,5.6,5.7,-0.8,34.4,-9.4,11,46,5
17-Nov-17,4433.69605,39.3,8.8,58.7,33.6,1019.7,-6.5,-0.8,-15.5,-43.2,6.9,11,46,6
18-Nov-17,4181.93285,37.8,4,86.7,54.8,1007.6,-1.5,-4.8,28,21.2,-12.1,11,46,7
19-Nov-17,4003.59435,45.4,15,68.1,78.7,1000.6,7.6,11,-18.6,23.9,-7,11,47,1
20-Nov-17,4526.4744,37.7,9.7,58.2,30.9,1018,-7.7,-5.3,-9.9,-47.8,17.4,11,47,2
21-Nov-17,4596.42005,41.7,4.9,61.7,4.9,1017.4,4,-4.8,3.5,-26,-0.6,11,47,3
22-Nov-17,4421.92525,40.7,8.7,70.2,69.9,1016.6,-1,3.8,8.5,65,-0.8,11,47,4
23-Nov-17,3991.1104,31.9,4.6,62.7,20.1,1019.4,-8.8,-4.1,-7.5,-49.8,2.8,11,47,5
24-Nov-17,3971.13625,36.6,3.1,63.2,4.9,1015.6,4.7,-1.5,0.5,-15.2,-3.8,11,47,6
25-Nov-17,3671.4203,42.3,4.1,66.4,26.7,1008.4,5.7,1,3.2,21.8,-7.2,11,47,7
26-Nov-17,3932.44935,40.5,9,60.2,40.1,1015.3,-1.8,4.9,-6.2,13.4,6.9,11,48,1
27-Nov-17,4251.2189,40,6.8,60.7,13.5,1019.7,-0.5,-2.2,0.5,-26.6,4.4,11,48,2
28-Nov-17,4561.35245,41.4,4.5,66.8,1.9,1025.9,1.4,-2.3,6.1,-11.6,6.2,11,48,3
29-Nov-17,4353.16195,46.3,6.7,57.6,8.9,1022.3,4.9,2.2,-9.2,7,-3.6,11,48,4
30-Nov-17,4578.21815,39.3,3.6,75.9,38.7,1022.1,-7,-3.1,18.3,29.8,-0.2,11,48,5
1-Dec-17,4323.80975,40.9,4.6,73.7,24.2,1022.2,1.6,1,-2.2,-14.5,0.1,12,48,6
2-Dec-17,4039.62585,35.4,1.3,79.4,8.8,1024.4,-5.5,-3.3,5.7,-15.4,2.2,12,48,7
3-Dec-17,4079.6872,36.5,1.5,85,33,1023.1,1.1,0.2,5.6,24.2,-1.3,12,49,1
4-Dec-17,4705.17585,37,2.7,83.1,32.8,1027.7,0.5,1.2,-1.9,-0.2,4.6,12,49,2
5-Dec-17,4311.17025,49.8,7.3,90.5,91.5,1018,12.8,4.6,7.4,58.7,-9.7,12,49,3
6-Dec-17,4626.5364,38.6,9.3,56.3,32.6,1016,-11.2,2,-34.2,-58.9,-2,12,49,4
7-Dec-17,4685.1609,35.3,7.8,59.7,46.3,1016.7,-3.3,-1.5,3.4,13.7,0.7,12,49,5
8-Dec-17,4835.1128,30.8,4.7,58.1,15.5,1017.8,-4.5,-3.1,-1.6,-30.8,1.1,12,49,6
9-Dec-17,4686.1656,28.8,2.4,76.8,79.2,1011.7,-2,-2.3,18.7,63.7,-6.1,12,49,7
10-Dec-17,4543.85435,29.9,7.9,70,57.2,1013.5,1.1,5.5,-6.8,-22,1.8,12,50,1
11-Dec-17,4786.8124,33.8,5.1,62.7,74.2,1015.8,3.9,-2.8,-7.3,17,2.3,12,50,2
12-Dec-17,4943.08065,34.3,10,67.5,77.7,1002.7,0.5,4.9,4.8,3.5,-13.1,12,50,3
13-Dec-17,5321.99025,21.9,12.9,53.4,48.5,1004.6,-12.4,2.9,-14.1,-29.2,1.9,12,50,4
14-Dec-17,5275.4689,23.7,7.3,69.9,52.3,1009,1.8,-5.6,16.5,3.8,4.4,12,50,5
15-Dec-17,5476.8033,18.7,2.1,79.4,57.9,1016.6,-5,-5.2,9.5,5.6,7.6,12,50,6
16-Dec-17,4538.65065,29.2,6.4,72.3,72.9,1017.7,10.5,4.3,-7.1,15,1.1,12,50,7
17-Dec-17,4320.4565,32.3,1.7,78.4,50.3,1023.8,3.1,-4.7,6.1,-22.6,6.1,12,51,1
18-Dec-17,4454.9894,38.2,3.1,79.9,93.6,1017.8,5.9,1.4,1.5,43.3,-6,12,51,2
19-Dec-17,4251.83175,46.4,7.9,69.2,58,1012,8.2,4.8,-10.7,-35.6,-5.8,12,51,3
20-Dec-17,4716.1587,39.4,9.3,51.3,20.1,1014.7,-7,1.4,-17.9,-37.9,2.7,12,51,4
21-Dec-17,4957.3445,31.3,3.1,62.6,22.4,1022.7,-8.1,-6.2,11.3,2.3,8,12,51,5
22-Dec-17,4647.81785,37.1,4.3,67.6,88.3,1021.4,5.8,1.2,5,65.9,-1.3,12,51,6
23-Dec-17,3966.9687,42.1,5.8,92.5,94.9,1011.7,5,1.5,24.9,6.6,-9.7,12,51,7
24-Dec-17,3852.20595,35.8,7.1,73.4,61.8,1019.5,-6.3,1.3,-19.1,-33.1,7.8,12,52,1
25-Dec-17,4198.12195,29.4,13.2,65.2,67.5,1015.1,-6.4,6.1,-8.2,5.7,-4.4,12,52,2
26-Dec-17,5016.2189,21.6,9.2,46.5,9.7,1029.5,-7.8,-4,-18.7,-57.8,14.4,12,52,3
27-Dec-17,5487.8669,16.8,7.7,53.7,34.8,1033.4,-4.8,-1.5,7.2,25.1,3.9,12,52,4
28-Dec-17,5609.4798,12.4,8.7,53.6,8.2,1035.4,-4.4,1,-0.1,-26.6,2,12,52,5
29-Dec-17,5496.27,13.5,4.4,63.1,48.6,1027.2,1.1,-4.3,9.5,40.4,-8.2,12,52,6
30-Dec-17,5082.40755,17.6,5.3,77.4,70.4,1018.5,4.1,0.9,14.3,21.8,-8.7,12,52,7
31-Dec-17,5531.92155,10.5,9.2,56.8,21.8,1026.3,-7.1,3.9,-20.6,-48.6,7.8,12,53,1
1-Jan-18,5391.0485,8.9,7.5,62.4,22.1,1030.3,-1.6,-1.7,5.6,0.3,4,1,1,2
2-Jan-18,5708.23025,13.4,9.5,60.9,17.1,1030.2,4.5,2,-1.5,-5,-0.1,1,1,3
3-Jan-18,6081.1414,14,2.8,58.6,19.9,1023.7,0.6,-6.7,-2.3,2.8,-6.5,1,1,4
4-Jan-18,5795.45895,19.7,14.4,65.4,80.4,1006.2,5.7,11.6,6.8,60.5,-17.5,1,1,5
5-Jan-18,6279.6436,9.6,17.3,51.8,37.8,1014.8,-10.1,2.9,-13.6,-42.6,8.6,1,1,6
6-Jan-18,5956.1302,7.4,14,51.3,19.7,1027.4,-2.2,-3.3,-0.5,-18.1,12.6,1,1,7
7-Jan-18,5721.15705,9.6,6.1,56.2,18.8,1033.3,2.2,-7.9,4.9,-0.9,5.9,1,2,1
8-Jan-18,5590.86735,21.9,4.9,69.5,77.9,1021.4,12.3,-1.2,13.3,59.1,-11.9,1,2,2
9-Jan-18,5221.74295,31.7,6.3,72.4,35.5,1023.1,9.8,1.4,2.9,-42.4,1.7,1,2,3
10-Jan-18,5307.53515,29.9,3.3,74,44.2,1030,-1.8,-3,1.6,8.7,6.9,1,2,4
11-Jan-18,4825.30805,44.2,4,81.6,85.4,1025.6,14.3,0.7,7.6,41.2,-4.4,1,2,5
12-Jan-18,4113.7161,59,9.1,95.8,99.3,1009.1,14.8,5.1,14.2,13.9,-16.5,1,2,6
13-Jan-18,4872.8681,27.1,14.5,71,61.1,1015.5,-31.9,5.4,-24.8,-38.2,6.4,1,2,7
14-Jan-18,5249.2447,14.4,8.3,58.8,7.2,1036.9,-12.7,-6.2,-12.2,-53.9,21.4,1,3,1
15-Jan-18,5745.4645,18.2,4.5,69.9,67.1,1035.5,3.8,-3.8,11.1,59.9,-1.4,1,3,2
16-Jan-18,5265.37345,28.2,2,88.7,97.3,1030.3,10,-2.5,18.8,30.2,-5.2,1,3,3
17-Jan-18,5493.79225,22.9,8.1,75,54.4,1026.6,-5.3,6.1,-13.7,-42.9,-3.7,1,3,4
18-Jan-18,5729.44625,19.2,7.6,63,0.8,1019.5,-3.7,-0.5,-12,-53.6,-7.1,1,3,5
19-Jan-18,5458.20275,26.1,5.2,65.8,2.7,1017.3,6.9,-2.4,2.8,1.9,-2.2,1,3,6
20-Jan-18,4324.001,37,6.8,64.6,2.1,1014.7,10.9,1.6,-1.2,-0.6,-2.6,1,3,7
21-Jan-18,4096.20185,38.3,2.2,80.8,68.2,1020.7,1.3,-4.6,16.2,66.1,6,1,4,1
22-Jan-18,4447.78565,42.7,2.9,87.7,73.7,1018.9,4.4,0.7,6.9,5.5,-1.8,1,4,2
23-Jan-18,4442.02095,45.5,8.4,82,76.6,1006.5,2.8,5.5,-5.7,2.9,-12.4,1,4,3
24-Jan-18,4929.22055,34.9,12.4,62.7,90.3,1016.7,-10.6,4,-19.3,13.7,10.2,1,4,4
25-Jan-18,5146.0411,26.9,8.6,53.6,24,1030.3,-8,-3.8,-9.1,-66.3,13.6,1,4,5
26-Jan-18,5307.3626,28.2,3.7,66,4.1,1036.7,1.3,-4.9,12.4,-19.9,6.4,1,4,6
27-Jan-18,4432.18135,39.2,5.3,67.9,19.4,1028.5,11,1.6,1.9,15.3,-8.2,1,4,7
28-Jan-18,4009.08705,43.3,2.5,88.2,66.6,1024.4,4.1,-2.8,20.3,47.2,-4.1,1,5,1
29-Jan-18,4780.1382,36.6,4.8,72.3,38.8,1021.4,-6.7,2.3,-15.9,-27.8,-3,1,5,2
30-Jan-18,5291.36645,27.7,10.2,69.8,75.5,1018.6,-8.9,5.4,-2.5,36.7,-2.8,1,5,3
31-Jan-18,5721.163,21.2,7,58.5,21.7,1022.3,-6.5,-3.2,-11.3,-53.8,3.7,1,5,4
1-Feb-18,4971.6262,35,3.3,66.8,70,1013.3,13.8,-3.7,8.3,48.3,-9,2,5,5
2-Feb-18,5409.03705,23.5,14.3,60.7,72.2,1021.2,-11.5,11,-6.1,2.2,7.9,2,5,6
3-Feb-18,5020.4009,21.7,8.1,53.1,39.4,1028.8,-1.8,-6.2,-7.6,-32.8,7.6,2,5,7
4-Feb-18,4616.85745,30.4,5.5,80.1,93.3,1017,8.7,-2.6,27,53.9,-11.8,2,6,1
5-Feb-18,5070.8467,26.3,9.2,69.6,31.5,1018,-4.1,3.7,-10.5,-61.8,1,2,6,2
6-Feb-18,5187.7727,25.7,3.4,71.9,57.4,1028,-0.6,-5.8,2.3,25.9,10,2,6,3
7-Feb-18,5147.26,28.9,6.8,87.9,85.3,1022.3,3.2,3.4,16,27.9,-5.7,2,6,4
8-Feb-18,5201.3931,23.9,8.6,65.9,40,1028.1,-5,1.8,-22,-45.3,5.8,2,6,5
9-Feb-18,5475.0812,25.4,4.3,77,47.3,1031.2,1.5,-4.3,11.1,7.3,3.1,2,6,6
10-Feb-18,4300.3404,36.7,2.5,90.9,79.7,1021.7,11.3,-1.8,13.9,32.4,-9.5,2,6,7
11-Feb-18,4079.21035,41.5,2.7,98.3,98.6,1013.6,4.8,0.2,7.4,18.9,-8.1,2,7,1
12-Feb-18,4557.44075,38.5,9.6,65.7,48.2,1029.1,-3,6.9,-32.6,-50.4,15.5,2,7,2
13-Feb-18,5092.93395,29.9,5.3,56.9,25.9,1040.1,-8.6,-4.3,-8.8,-22.3,11,2,7,3
14-Feb-18,4734.30365,38.8,5,74.1,87.2,1024.8,8.9,-0.3,17.2,61.3,-15.3,2,7,4
15-Feb-18,4428.7601,49.2,3.3,90.1,79,1010.3,10.4,-1.7,16,-8.2,-14.5,2,7,5
16-Feb-18,4325.6789,47.3,8.5,82.1,74.3,1009.4,-1.9,5.2,-8,-4.7,-0.9,2,7,6
17-Feb-18,4587.34035,30.2,5.5,72.5,40.4,1024.1,-17.1,-3,-9.6,-33.9,14.7,2,7,7
18-Feb-18,4243.8579,34.2,5.5,75.5,41.8,1025,4,0,3,1.4,0.9,2,8,1
19-Feb-18,4729.8862,36.7,4.4,87.4,72.1,1028.6,2.5,-1.1,11.9,30.3,3.6,2,8,2
20-Feb-18,4414.9442,51.6,3.9,88,55.4,1025.2,14.9,-0.5,0.6,-16.7,-3.4,2,8,3
21-Feb-18,4057.9306,59.9,7.2,77.5,59.7,1026,8.3,3.3,-10.5,4.3,0.8,2,8,4
22-Feb-18,4591.73315,40.7,7.3,84.5,99.5,1034.7,-19.2,0.1,7,39.8,8.7,2,8,5
23-Feb-18,4636.77805,37.7,5.7,94.8,100,1030.8,-3,-1.6,10.3,0.5,-3.9,2,8,6
24-Feb-18,3994.0276,43.4,3.3,96,97,1021.5,5.7,-2.4,1.2,-3,-9.3,2,8,7
25-Feb-18,3995.0493,44,5.2,93.7,95.9,1015.4,0.6,1.9,-2.3,-1.1,-6.1,2,9,1
26-Feb-18,4418.51505,43.4,5.9,65,26.9,1022.1,-0.6,0.7,-28.7,-69,6.7,2,9,2
27-Feb-18,4782.6933,41.5,4.8,54.2,1.1,1027.4,-1.9,-1.1,-10.8,-25.8,5.3,2,9,3
28-Feb-18,4538.53505,46.4,4.6,58.1,21.8,1016.7,4.9,-0.2,3.9,20.7,-10.7,2,9,4
1-Mar-18,4253.8148,46.8,4.4,82.2,56.8,1007.7,0.4,-0.2,24.1,35,-9,3,9,5
2-Mar-18,4669.70535,36.1,18.8,82.1,95.5,1003.2,-10.7,14.4,-0.1,38.7,-4.5,3,9,6
3-Mar-18,4180.66295,35.5,16.8,68.5,74.7,1019.3,-0.6,-2,-13.6,-20.8,16.1,3,9,7
4-Mar-18,4304.00135,35.9,13.6,54.4,44.3,1023,0.4,-3.2,-14.1,-30.4,3.7,3,10,1
5-Mar-18,4843.22095,32.9,10.6,55.4,31.5,1020.5,-3,-3,1,-12.8,-2.5,3,10,2
6-Mar-18,4942.36835,34,4.9,69.4,47.9,1015.6,1.1,-5.7,14,16.4,-4.9,3,10,3
7-Mar-18,4663.24535,33.7,6.4,92.4,94.9,1007.1,-0.3,1.5,23,47,-8.5,3,10,4
8-Mar-18,4807.52095,32.5,9.9,62.4,56.6,1008.3,-1.2,3.5,-30,-38.3,1.2,3,10,5
9-Mar-18,4841.76405,32.2,12.2,65,79.9,1009.3,-0.3,2.3,2.6,23.3,1,3,10,6
10-Mar-18,4265.8882,32.6,9.3,57.2,47.4,1015.9,0.4,-2.9,-7.8,-32.5,6.6,3,10,7
11-Mar-18,4137.052,32.6,6.1,56.6,16.6,1019.7,0,-3.2,-0.6,-30.8,3.8,3,11,1
12-Mar-18,5036.4608,31.1,5.4,74.6,50,1014.8,-1.5,-0.7,18,33.4,-4.9,3,11,2
13-Mar-18,4858.45295,32.3,11.1,72.1,73.9,1008.2,1.2,5.7,-2.5,23.9,-6.6,3,11,3
14-Mar-18,5070.97165,30.8,13.8,64.9,68.7,1005.8,-1.5,2.7,-7.2,-5.2,-2.4,3,11,4
15-Mar-18,4956.94585,34.2,11.7,60.2,47.3,1004.5,3.4,-2.1,-4.7,-21.4,-1.3,3,11,5
16-Mar-18,4795.75015,32.1,13.6,54.1,51,1011,-2.1,1.9,-6.1,3.7,6.5,3,11,6
17-Mar-18,4455.03275,33.7,9.3,44.7,7.7,1012.2,1.6,-4.3,-9.4,-43.3,1.2,3,11,7
18-Mar-18,4050.4812,35.8,6.8,42.7,0.6,1013.6,2.1,-2.5,-2,-7.1,1.4,3,12,1
19-Mar-18,4814.84115,36,5.5,46.2,7.9,1014,0.2,-1.3,3.5,7.3,0.4,3,12,2
20-Mar-18,4949.97585,30.9,7.2,48.8,52.6,1012.1,-5.1,1.7,2.6,44.7,-1.9,3,12,3
21-Mar-18,4999.3022,31.6,9.3,75.5,96,1006.9,0.7,2.1,26.7,43.4,-5.2,3,12,4
22-Mar-18,4814.99245,36.4,11.7,55.4,29.6,1013.4,4.8,2.4,-20.1,-66.4,6.5,3,12,5
23-Mar-18,4709.00255,36,9.7,52.3,31.4,1019.3,-0.4,-2,-3.1,1.8,5.9,3,12,6
24-Mar-18,4204.5947,36.3,7.7,49.9,12.4,1021.7,0.3,-2,-2.4,-19,2.4,3,12,7
25-Mar-18,4198.00295,33.3,6.9,60.3,58.2,1028.8,-3,-0.8,10.4,45.8,7.1,3,13,1
26-Mar-18,4885.15655,36,4.7,58.9,3.8,1037.9,2.7,-2.2,-1.4,-54.4,9.1,3,13,2
27-Mar-18,4799.1153,35.7,5,67.8,40.6,1031.1,-0.3,0.3,8.9,36.8,-6.8,3,13,3
28-Mar-18,4450.5779,41.1,2.2,91,98.9,1017.6,5.4,-2.8,23.2,58.3,-13.5,3,13,4
29-Mar-18,4282.0688,49.8,3.2,91,82.7,1013.3,8.7,1,0,-16.2,-4.3,3,13,5
30-Mar-18,3776.23635,49.2,9,80.6,82.5,1010.1,-0.6,5.8,-10.4,-0.2,-3.2,3,13,6
31-Mar-18,3780.3155,43.8,8.1,48.8,5.1,1022.6,-5.4,-0.9,-31.8,-77.4,12.5,3,13,7
1-Apr-18,3494.5727,47.9,8.6,51.1,52,1016.8,4.1,0.5,2.3,46.9,-5.8,4,14,1
2-Apr-18,4401.9817,36.9,3.7,78.3,73.7,1019.2,-11,-4.9,27.2,21.7,2.4,4,14,2
3-Apr-18,4585.96165,38.2,4.8,91.5,85.3,1016.3,1.3,1.1,13.2,11.6,-2.9,4,14,3
4-Apr-18,4378.6016,44.7,13.6,72.6,78.2,1003.9,6.5,8.8,-18.9,-7.1,-12.4,4,14,4
5-Apr-18,4708.2809,35.2,12.1,48.3,58.5,1018.9,-9.5,-1.5,-24.3,-19.7,15,4,14,5
6-Apr-18,4728.50495,43.5,7.3,63.1,71.6,1012.8,8.3,-4.8,14.8,13.1,-6.1,4,14,6
7-Apr-18,4065.53385,38.7,10,49.3,62.9,1012.7,-4.8,2.7,-13.8,-8.7,-0.1,4,14,7
8-Apr-18,4143.1363,33.4,8.9,48,30.4,1015,-5.3,-1.1,-1.3,-32.5,2.3,4,15,1
9-Apr-18,4776.915,34,3.9,58.2,48.1,1022,0.6,-5,10.2,17.7,7,4,15,2
10-Apr-18,4640.3166,37.8,5.8,68,69.9,1022.1,3.8,1.9,9.8,21.8,0.1,4,15,3
11-Apr-18,4763.02855,39.4,4.7,58.3,66,1021.1,1.6,-1.1,-9.7,-3.9,-1,4,15,4
12-Apr-18,4351.23585,52.5,6,60.5,54.4,1014.9,13.1,1.3,2.2,-11.6,-6.2,4,15,5
13-Apr-18,3828.97205,68,8.3,43.6,12.8,1012,15.5,2.3,-16.9,-41.6,-2.9,4,15,6
14-Apr-18,3471.961,66.8,7.1,53,6.9,1013.3,-1.2,-1.2,9.4,-5.9,1.3,4,15,7
15-Apr-18,3949.0031,41.8,13.8,87.6,96.4,1018.5,-25,6.7,34.6,89.5,5.2,4,16,1
