Date,Value,AVG_TEMP,AVG_WIND,AVG_HUMID,CLOUD,PRESSURE,changeAVG_TEMP,changeAVG_WIND,changeAVG_HUMID,changeCLOUD,changePRESSURE,Month,Week,Weeday
16-Apr-18,4418.58475,43.4,13.2,88,96.5,1001.8,1.6,-0.6,0.4,0.1,-16.7,4,16,2
17-Apr-18,4461.1655,37.9,11.5,68.6,92.5,1005.9,-5.5,-1.7,-19.4,-4,4.1,4,16,3
18-Apr-18,4535.45125,41.2,8.1,59.6,64.3,1009.4,3.3,-3.4,-9,-28.2,3.5,4,16,4
19-Apr-18,4387.56485,40.9,9.5,74.7,93.2,1008.6,-0.3,1.4,15.1,28.9,-0.8,4,16,5
20-Apr-18,4512.85145,40.4,11.6,54,41.5,1023.9,-0.5,2.1,-20.7,-51.7,15.3,4,16,6
21-Apr-18,3893.799,44.8,4.8,51.2,3.2,1029.6,4.4,-6.8,-2.8,-38.3,5.7,4,16,7
22-Apr-18,3469.11095,50.1,3.3,43,3.5,1029.8,5.3,-1.5,-8.2,0.3,0.2,4,17,1
23-Apr-18,4060.2562,53.5,5.2,46,6.1,1030.2,3.4,1.9,3,2.6,0.4,4,17,2
24-Apr-18,3862.3796,53.8,7.9,56.5,43,1025.2,0.3,2.7,10.5,36.9,-5,4,17,3
25-Apr-18,3895.1369,55.5,5.8,93.2,98.9,1009.8,1.7,-2.1,36.7,55.9,-15.4,4,17,4
26-Apr-18,3801.081,55.2,9.2,62.6,38.2,1008.9,-0.3,3.4,-30.6,-60.7,-0.9,4,17,5
27-Apr-18,3929.75995,51.5,3.3,83.2,68.3,1008.8,-3.7,-5.9,20.6,30.1,-0.1,4,17,6
28-Apr-18,3387.45655,54.1,5.2,80.3,71.9,1008.8,2.6,1.9,-2.9,3.6,0,4,17,7
29-Apr-18,3597.43715,45.7,11.2,63.3,78.5,1016.1,-8.4,6,-17,6.6,7.3,4,18,1
30-Apr-18,4149.156,51,10.9,38,42.9,1018.6,5.3,-0.3,-25.3,-35.6,2.5,4,18,2
1-May-18,3881.8361,60.9,6.3,38.4,1.8,1019.4,9.9,-4.6,0.4,-41.1,0.8,5,18,3
2-May-18,4020.48385,70.2,7.3,39.3,1.8,1018.7,9.3,1,0.9,0,-0.7,5,18,4
3-May-18,4551.46525,73.9,7.3,56.5,22.2,1016.2,3.7,0,17.2,20.4,-2.5,5,18,5
4-May-18,4315.19245,72.5,7.7,70.6,59.9,1012.6,-1.4,0.4,14.1,37.7,-3.6,5,18,6
5-May-18,3342.47965,64.3,7.2,49.3,30.1,1018.3,-8.2,-0.5,-21.3,-29.8,5.7,5,18,7
6-May-18,3307.5642,56.6,4.5,85.9,93.3,1014.8,-7.7,-2.7,36.6,63.2,-3.5,5,19,1
7-May-18,3781.4375,59.3,3.6,75.5,52,1018,2.7,-0.9,-10.4,-41.3,3.2,5,19,2
8-May-18,3876.4505,62,3.4,65.6,33.7,1022.8,2.7,-0.2,-9.9,-18.3,4.8,5,19,3
9-May-18,3995.30685,64.4,4.1,59,11.8,1020.2,2.4,0.7,-6.6,-21.9,-2.6,5,19,4
10-May-18,3890.21115,63.2,5.5,72.8,43.9,1012.5,-1.2,1.4,13.8,32.1,-7.7,5,19,5
11-May-18,3760.36175,63.2,6.3,58.5,43.2,1016.6,0,0.8,-14.3,-0.7,4.1,5,19,6
12-May-18,3344.56555,55.7,5,86.6,89,1017.8,-7.5,-1.3,28.1,45.8,1.2,5,19,7
13-May-18,3336.16415,53.2,5.3,94.8,99.8,1018.5,-2.5,0.3,8.2,10.8,0.7,5,20,1
14-May-18,3953.503,62.5,3.5,86,70.7,1014.9,9.3,-1.8,-8.8,-29.1,-3.6,5,20,2
15-May-18,4560.76,69.4,6.4,82.3,37.4,1011.6,6.9,2.9,-3.7,-33.3,-3.3,5,20,3
16-May-18,3931.352,60.7,4.9,94,91,1016.8,-8.7,-1.5,11.7,53.6,5.2,5,20,4
17-May-18,3904.19025,63.9,2,89.9,73.3,1016.6,3.2,-2.9,-4.1,-17.7,-0.2,5,20,5
18-May-18,3832.37375,63,7.9,75.5,53.6,1022.8,-0.9,5.9,-14.4,-19.7,6.2,5,20,6
19-May-18,3434.13005,53.5,5.7,91.3,98.9,1021.4,-9.5,-2.2,15.8,45.3,-1.4,5,20,7
20-May-18,3620.00125,67.7,6.4,83.1,71,1015.6,14.2,0.7,-8.2,-27.9,-5.8,5,21,1
21-May-18,4119.89135,65.5,2.9,67.3,12.3,1021.4,-2.2,-3.5,-15.8,-58.7,5.8,5,21,2
22-May-18,3738.3476,61.2,3.3,89.7,83.7,1017.8,-4.3,0.4,22.4,71.4,-3.6,5,21,3
23-May-18,3738.3476,67.5,6,75,53.7,1015.3,6.3,2.7,-14.7,-30,-2.5,5,21,4
24-May-18,3738.3476,68.8,4.2,56.5,0.5,1020.4,1.3,-1.8,-18.5,-53.2,5.1,5,21,5
25-May-18,3738.3476,71.3,5.4,61.9,6.2,1015.6,2.5,1.2,5.4,5.7,-4.8,5,21,6
26-May-18,3738.3476,76.5,4,66.9,21.2,1010.4,5.2,-1.4,5,15,-5.2,5,21,7
27-May-18,3738.3476,68.2,5.9,87.8,89.5,1013.8,-8.3,1.9,20.9,68.3,3.4,5,22,1
28-May-18,3738.3476,64.1,4.3,87.4,94.2,1016.9,-4.1,-1.6,-0.4,4.7,3.1,5,22,2
29-May-18,3738.3476,74.9,2.8,78.1,56.2,1015.7,10.8,-1.5,-9.3,-38,-1.2,5,22,3
30-May-18,3738.3476,72,6.1,83.1,64.9,1017.2,-2.9,3.3,5,8.7,1.5,5,22,4
31-May-18,3738.3476,68,5,91.5,96.7,1014.2,-4,-1.1,8.4,31.8,-3,5,22,5
1-Jun-18,3738.3476,75.5,3.4,82.9,70.3,1008.7,7.5,-1.6,-8.6,-26.4,-5.5,6,22,6
2-Jun-18,3738.3476,74.1,5.9,79.6,52.1,1008.5,-1.4,2.5,-3.3,-18.2,-0.2,6,22,7
3-Jun-18,3738.3476,62.5,9,78.5,98.3,1012.7,-11.6,3.1,-1.1,46.2,4.2,6,23,1
4-Jun-18,0,61.1,5.8,76.3,74.6,1008.7,-1.4,-3.2,-2.2,-23.7,-4,6,23,2
5-Jun-18,0,62.5,7.2,68.7,40,1006.2,1.4,1.4,-7.6,-34.6,-2.5,6,23,3
6-Jun-18,3535.90395,60.9,4.1,69.3,88.9,1011.4,-1.6,-3.1,0.6,48.9,5.2,6,23,4
7-Jun-18,3793.92485,64.2,3.2,69.5,55.6,1018.3,3.3,-0.9,0.2,-33.3,6.9,6,23,5
8-Jun-18,4102.86415,68.8,3.2,71.6,21.9,1020.6,4.6,0,2.1,-33.7,2.3,6,23,6
9-Jun-18,3754.46785,70.9,3.8,64.1,25.3,1019.4,2.1,0.6,-7.5,3.4,-1.2,6,23,7
10-Jun-18,3088.35685,62.4,5.3,84.4,90.2,1016.9,-8.5,1.5,20.3,64.9,-2.5,6,24,1
11-Jun-18,3644.7609,62.4,4.8,74.9,55,1016.7,0,-0.5,-9.5,-35.2,-0.2,6,24,2
12-Jun-18,3744.18455,63.4,5.4,65.8,9.1,1021.2,1,0.6,-9.1,-45.9,4.5,6,24,3
13-Jun-18,4062.00635,69.9,6.3,83,79.6,1012.6,6.5,0.9,17.2,70.5,-8.6,6,24,4
14-Jun-18,4193.14775,72.6,10.7,49.4,9.8,1011.1,2.7,4.4,-33.6,-69.8,-1.5,6,24,5
15-Jun-18,3957.38155,67.7,7.5,53.1,16,1015,-4.9,-3.2,3.7,6.2,3.9,6,24,6
16-Jun-18,3828.37195,68.4,2.8,60.3,2.8,1017.1,0.7,-4.7,7.2,-13.2,2.1,6,24,7
17-Jun-18,4382.7377,74.7,2.8,64,14.6,1017.8,6.3,0,3.7,11.8,0.7,6,25,1
18-Jun-18,5731.05275,78.9,5.6,73.6,17,1014.4,4.2,2.8,9.6,2.4,-3.4,6,25,2
19-Jun-18,4817.06645,76.7,7.8,67.5,35.3,1010.5,-2.2,2.2,-6.1,18.3,-3.9,6,25,3
20-Jun-18,4446.3976,70.7,2.6,67.2,53.2,1010.5,-6,-5.2,-0.3,17.9,0,6,25,4
21-Jun-18,4877.1861,72.8,4.4,67.8,55.8,1008.5,2.1,1.8,0.6,2.6,-2,6,25,5
22-Jun-18,4279.95485,67.8,7,73.2,58,1013.4,-5,2.6,5.4,2.2,4.9,6,25,6
23-Jun-18,3594.45025,65.3,5,88.9,97.1,1010.1,-2.5,-2,15.7,39.1,-3.3,6,25,7
24-Jun-18,4443.16845,73,5.9,80.4,63.2,1009.8,7.7,0.9,-8.5,-33.9,-0.3,6,26,1
25-Jun-18,4520.9732,70.1,8.3,61.7,30.8,1016.9,-2.9,2.4,-18.7,-32.4,7.1,6,26,2
26-Jun-18,4550.24975,67.4,5.2,58.9,14.6,1023.5,-2.7,-3.1,-2.8,-16.2,6.6,6,26,3
27-Jun-18,4243.76355,67.7,6.3,83.5,81.2,1017.3,0.3,1.1,24.6,66.6,-6.2,6,26,4
28-Jun-18,0,75.4,6.5,80.5,64.7,1010.8,7.7,0.2,-3,-16.5,-6.5,6,26,5
29-Jun-18,0,77.1,4.9,68.1,8.8,1015.7,1.7,-1.6,-12.4,-55.9,4.9,6,26,6
30-Jun-18,0,78.6,3.5,68.9,3.5,1017.3,1.5,-1.4,0.8,-5.3,1.6,6,26,7
1-Jul-18,0,81.3,3.1,69.7,3.8,1017.7,2.7,-0.4,0.8,0.3,0.4,7,27,1
2-Jul-18,6091.7664,82.1,3.4,70.7,9.6,1018.8,0.8,0.3,1,5.8,1.1,7,27,2
3-Jul-18,6010.40015,82.3,3.3,72.4,20.1,1019.8,0.2,-0.1,1.7,10.5,1,7,27,3
4-Jul-18,5165.0675,77.2,3.2,80.8,33,1009.1,-5.1,-0.1,8.4,12.9,-10.7,7,27,4
5-Jul-18,5608.5533,79.1,4.2,80.5,53.4,1012.8,1.9,1,-0.3,20.4,3.7,7,27,5
6-Jul-18,4960.09,76.2,7.1,73.7,45.8,1018.7,-2.9,2.9,-6.8,-7.6,5.9,7,27,6
7-Jul-18,3966.5845,67.3,5.3,54.2,1.8,1026,-8.9,-1.8,-19.5,-44,7.3,7,27,7
8-Jul-18,4306.9687,68.7,2.4,63.1,0.8,1026.7,1.4,-2.9,8.9,-1,0.7,7,28,1
9-Jul-18,5153.78885,72.2,3.5,62.7,0.3,1022,3.5,1.1,-0.4,-0.5,-4.7,7,28,2
10-Jul-18,5597.4608,76.4,4.7,65.9,10.5,1014.7,4.2,1.2,3.2,10.2,-7.3,7,28,3
11-Jul-18,5161.12605,75.7,6.4,59.7,25.9,1014.9,-0.7,1.7,-6.2,15.4,0.2,7,28,4
12-Jul-18,5032.3842,72.5,4.1,56.2,20.9,1021.2,-3.2,-2.3,-3.5,-5,6.3,7,28,5
13-Jul-18,5070.5186,73.9,3.5,62.2,17.8,1022.6,1.4,-0.6,6,-3.1,1.4,7,28,6
14-Jul-18,5006.8961,77,5.2,63.1,17.4,1019.1,3.1,1.7,0.9,-0.4,-3.5,7,28,7
15-Jul-18,4609.7591,75.6,3.8,78.4,35.2,1015.7,-1.4,-1.4,15.3,17.8,-3.4,7,29,1
16-Jul-18,5229.5145,80,3.6,74.2,14.7,1014.1,4.4,-0.2,-4.2,-20.5,-1.6,7,29,2
17-Jul-18,5274.90535,75.8,4.3,84.6,47.5,1010.4,-4.2,0.7,10.4,32.8,-3.7,7,29,3
18-Jul-18,4966.87385,72.2,6.2,65.1,19.7,1013.6,-3.6,1.9,-19.5,-27.8,3.2,7,29,4
19-Jul-18,4868.14295,69.4,2.8,60.2,2.4,1018.3,-2.8,-3.4,-4.9,-17.3,4.7,7,29,5
20-Jul-18,4889.44395,71.8,5.4,65.6,17,1019.1,2.4,2.6,5.4,14.6,0.8,7,29,6
21-Jul-18,3809.61075,66.3,7.7,81.1,63.6,1015.3,-5.5,2.3,15.5,46.6,-3.8,7,29,7
22-Jul-18,4088.50085,70.5,8,88.6,85.6,1009.3,4.2,0.3,7.5,22,-6,7,30,1
23-Jul-18,5027.5596,75.4,7.2,88.9,86,1016.1,4.9,-0.8,0.3,0.4,6.8,7,30,2
24-Jul-18,4817.09705,75.4,8,89.9,88.2,1018.4,0,0.8,1,2.2,2.3,7,30,3
25-Jul-18,4868.5909,74.1,5.9,90.4,86.5,1013.4,-1.3,-2.1,0.5,-1.7,-5,7,30,4
26-Jul-18,5339.1543,75.5,4.1,79.2,53.3,1011.9,1.4,-1.8,-11.2,-33.2,-1.5,7,30,5
27-Jul-18,5163.42105,73.9,2.8,83.3,33.8,1014.4,-1.6,-1.3,4.1,-19.5,2.5,7,30,6
28-Jul-18,4563.07455,73.3,4,75.2,41.6,1015.7,-0.6,1.2,-8.1,7.8,1.3,7,30,7
29-Jul-18,4379.37085,71,3.5,68.8,9.1,1019.1,-2.3,-0.5,-6.4,-32.5,3.4,7,31,1
30-Jul-18,4448.25655,68.3,2.8,82.4,30.4,1019.8,-2.7,-0.7,13.6,21.3,0.7,7,31,2
31-Jul-18,4615.4626,71.5,3.7,82.8,78.1,1018.6,3.2,0.9,0.4,47.7,-1.2,7,31,3
1-Aug-18,5296.2429,76.3,5.8,84.2,79.7,1016.5,4.8,2.1,1.4,1.6,-2.1,8,31,4
2-Aug-18,4907.75125,74.1,3.2,88,71.8,1018.5,-2.2,-2.6,3.8,-7.9,2,8,31,5
3-Aug-18,4925.002,74.6,4.7,88.7,80.6,1019.4,0.5,1.5,0.7,8.8,0.9,8,31,6
4-Aug-18,4844.7246,75.9,4,80.6,55.5,1019.1,1.3,-0.7,-8.1,-25.1,-0.3,8,31,7
5-Aug-18,5198.7955,77.6,2.5,76.3,12.3,1020.6,1.7,-1.5,-4.3,-43.2,1.5,8,32,1
6-Aug-18,6015.6795,79.2,2.9,76.4,15.8,1018.6,1.6,0.4,0.1,3.5,-2,8,32,2
7-Aug-18,5873.22545,77.5,3.7,82.5,28.6,1014.8,-1.7,0.8,6.1,12.8,-3.8,8,32,3
8-Aug-18,5634.8098,77.1,3.5,81.9,47.5,1012,-0.4,-0.2,-0.6,18.9,-2.8,8,32,4
9-Aug-18,5507.37355,76.8,5.5,74.4,26.8,1010.5,-0.3,2,-7.5,-20.7,-1.5,8,32,5
10-Aug-18,5216.7781,74.2,2.9,78.8,31.3,1012.2,-2.6,-2.6,4.4,4.5,1.7,8,32,6
11-Aug-18,4614.62025,73.4,3.1,87.5,67.1,1013.1,-0.8,0.2,8.7,35.8,0.9,8,32,7
12-Aug-18,4687.9132,73.7,3.1,83.5,60.8,1016,0.3,0,-4,-6.3,2.9,8,33,1
13-Aug-18,4783.919,71.6,4.3,90,81.8,1015.2,-2.1,1.2,6.5,21,-0.8,8,33,2
14-Aug-18,4762.49305,71.1,5.6,86.4,78.5,1011.9,-0.5,1.3,-3.6,-3.3,-3.3,8,33,3
15-Aug-18,5529.99375,76,6.4,75,20,1014.1,4.9,0.8,-11.4,-58.5,2.2,8,33,4
16-Aug-18,5656.6157,77.2,3.2,77,15.6,1017.8,1.2,-3.2,2,-4.4,3.7,8,33,5
17-Aug-18,5685.27855,76.8,3.9,84.5,42.6,1016.2,-0.4,0.7,7.5,27,-1.6,8,33,6
18-Aug-18,4789.20175,74.9,5,86,61.5,1011.4,-1.9,1.1,1.5,18.9,-4.8,8,33,7
19-Aug-18,3913.8488,68.8,5.2,86.8,94.5,1014.4,-6.1,0.2,0.8,33,3,8,34,1
20-Aug-18,4596.39795,69.6,4.2,81.5,86.4,1019.2,0.8,-1,-5.3,-8.1,4.8,8,34,2
21-Aug-18,4721.7789,70.6,6.4,88.1,97.5,1015.5,1,2.2,6.6,11.1,-3.7,8,34,3
22-Aug-18,4970.51525,72.5,6.8,79.5,68.1,1008.4,1.9,0.4,-8.6,-29.4,-7.1,8,34,4
23-Aug-18,4484.96635,67.9,6.7,67.5,29.4,1016.1,-4.6,-0.1,-12,-38.7,7.7,8,34,5
24-Aug-18,4665.45025,67.3,2.3,70.9,8.6,1022.4,-0.6,-4.4,3.4,-20.8,6.3,8,34,6
25-Aug-18,4125.3662,67.9,3.1,74.2,14.4,1023.6,0.6,0.8,3.3,5.8,1.2,8,34,7
26-Aug-18,4514.49535,71.8,3.6,79.1,36,1019.8,3.9,0.5,4.9,21.6,-3.8,8,35,1
27-Aug-18,5688.0419,76.9,2.8,82,30.1,1018.4,5.1,-0.8,2.9,-5.9,-1.4,8,35,2
28-Aug-18,6013.1363,80.8,4.7,77.5,9.3,1017.7,3.9,1.9,-4.5,-20.8,-0.7,8,35,3
29-Aug-18,6116.0424,81.4,5,74.6,12.4,1015.9,0.6,0.3,-2.9,3.1,-1.8,8,35,4
30-Aug-18,5699.9878,78.4,5,71.3,30.5,1017.5,-3,0,-3.3,18.1,1.6,8,35,5
31-Aug-18,4557.3107,70.4,6,86.6,87.3,1022.1,-8,1,15.3,56.8,4.6,8,35,6
1-Sep-18,3961.9775,70.5,5.1,86.7,95.8,1024.1,0.1,-0.9,0.1,8.5,2,9,35,7
2-Sep-18,4636.95995,74.5,3.3,84.3,67.6,1023.1,4,-1.8,-2.4,-28.2,-1,9,36,1
3-Sep-18,5371.0446,78.3,2.5,82.1,36.5,1023.7,3.8,-0.8,-2.2,-31.1,0.6,9,36,2
4-Sep-18,5957.45705,78.2,2.5,78.9,15.6,1023.5,-0.1,0,-3.2,-20.9,-0.2,9,36,3
5-Sep-18,6007.43535,79.7,2.3,78.4,16.6,1022.5,1.5,-0.2,-0.5,1,-1,9,36,4
6-Sep-18,6022.89685,78,3.4,82.9,24.8,1020.4,-1.7,1.1,4.5,8.2,-2.1,9,36,5
7-Sep-18,4961.93535,72.9,3.5,87.8,71.3,1020,-5.1,0.1,4.9,46.5,-0.4,9,36,6
8-Sep-18,3653.2167,63.6,6,81.7,82,1020.1,-9.3,2.5,-6.1,10.7,0.1,9,36,7
9-Sep-18,3431.40155,54.7,7.7,92.6,94.5,1021.5,-8.9,1.7,10.9,12.5,1.4,9,37,1
10-Sep-18,3921.3628,57.6,8.3,94.9,99.7,1019.3,2.9,0.6,2.3,5.2,-2.2,9,37,2
11-Sep-18,4132.5708,65.7,2.6,92.8,97.7,1019.6,8.1,-5.7,-2.1,-2,0.3,9,37,3
12-Sep-18,4435.04245,70.2,2.2,94.4,96.3,1022.4,4.5,-0.4,1.6,-1.4,2.8,9,37,4
13-Sep-18,4644.23,72.9,4.3,90.7,91.8,1023.1,2.7,2.1,-3.7,-4.5,0.7,9,37,5
14-Sep-18,4435.20055,71.2,5.3,89.6,96.6,1022.2,-1.7,1,-1.1,4.8,-0.9,9,37,6
15-Sep-18,4195.9604,70.7,2.5,84.3,62.2,1022,-0.5,-2.8,-5.3,-34.4,-0.2,9,37,7
16-Sep-18,4536.04455,70.8,2.3,81.9,31.7,1022.1,0.1,-0.2,-2.4,-30.5,0.1,9,38,1
17-Sep-18,4458.8484,69.4,4.6,93.3,82.8,1017.5,-1.4,2.3,11.4,51.1,-4.6,9,38,2
18-Sep-18,4946.07265,74.1,5.4,85.6,67.3,1008.7,4.7,0.8,-7.7,-15.5,-8.8,9,38,3
19-Sep-18,4875.8839,71.1,4.7,79.4,24.5,1013.3,-3,-0.7,-6.2,-42.8,4.6,9,38,4
20-Sep-18,4440.20535,66.5,3.6,84.9,68.5,1021,-4.6,-1.1,5.5,44,7.7,9,38,5
21-Sep-18,4181.47555,68.5,7.3,84.9,98,1019.6,2,3.7,0,29.5,-1.4,9,38,6
22-Sep-18,3598.781,64.9,6.7,76,35.6,1019.7,-3.6,-0.6,-8.9,-62.4,0.1,9,38,7
23-Sep-18,3513.135,57.7,2.1,87,45.8,1023.2,-7.2,-4.6,11,10.2,3.5,9,39,1
24-Sep-18,3903.7389,60.2,7.4,81.2,79.3,1028,2.5,5.3,-5.8,33.5,4.8,9,39,2
25-Sep-18,4021.2769,61.2,5.1,93.5,95.7,1023.7,1,-2.3,12.3,16.4,-4.3,9,39,3
26-Sep-18,4519.45255,71.7,5.7,88.5,81.9,1014.6,10.5,0.6,-5,-13.8,-9.1,9,39,4
27-Sep-18,3848.256,60.6,4.4,76.2,45.2,1018.8,-11.1,-1.3,-12.3,-36.7,4.2,9,39,5
28-Sep-18,3871.40405,59.9,4.6,86.2,70.3,1017.1,-0.7,0.2,10,25.1,-1.7,9,39,6
29-Sep-18,3437.5207,59.4,3.6,81.8,32.2,1022.5,-0.5,-1,-4.4,-38.1,5.4,9,39,7
30-Sep-18,3475.13065,57.9,2.1,79.7,21,1026.3,-1.5,-1.5,-2.1,-11.2,3.8,9,40,1
1-Oct-18,4113.10155,65.2,2.4,85.3,48,1024.2,7.3,0.3,5.6,27,-2.1,10,40,2
2-Oct-18,4166.70935,68.4,4.6,88.7,68.5,1019.4,3.2,2.2,3.4,20.5,-4.8,10,40,3
3-Oct-18,4222.35885,65.1,4,82.8,41.4,1017.5,-3.3,-0.6,-5.9,-27.1,-1.9,10,40,4
4-Oct-18,4177.9676,65.3,2.7,90.4,55.4,1015.7,0.2,-1.3,7.6,14,-1.8,10,40,5
5-Oct-18,3733.6301,61.4,4.8,77.1,79.2,1020,-3.9,2.1,-13.3,23.8,4.3,10,40,6
6-Oct-18,3487.6707,64.7,3.6,91.3,98.1,1021.2,3.3,-1.2,14.2,18.9,1.2,10,40,7
7-Oct-18,4065.90445,72.2,3.3,87.9,70.4,1022.1,7.5,-0.3,-3.4,-27.7,0.9,10,41,1
8-Oct-18,4255.19775,68.9,4.7,93.4,91.6,1026.9,-3.3,1.4,5.5,21.2,4.8,10,41,2
9-Oct-18,4433.34585,71.4,3.7,87.5,76.6,1025.2,2.5,-1,-5.9,-15,-1.7,10,41,3
10-Oct-18,4560.25765,72.8,4.5,83.6,66.2,1017.8,1.4,0.8,-3.9,-10.4,-7.4,10,41,4
11-Oct-18,4505.94435,71.5,4.6,93.4,87.2,1006.1,-1.3,0.1,9.8,21,-11.7,10,41,5
12-Oct-18,3537.9686,55.7,11.9,63.7,63.4,1006.7,-15.8,7.3,-29.7,-23.8,0.6,10,41,6
13-Oct-18,3230.15555,48.2,5.4,77.4,61.9,1013.3,-7.5,-6.5,13.7,-1.5,6.6,10,41,7
14-Oct-18,3414.58005,46.8,2.5,83.7,36.3,1022.6,-1.4,-2.9,6.3,-25.6,9.3,10,42,1
15-Oct-18,3829.4387,57,6.2,91.6,94.8,1016.8,10.2,3.7,7.9,58.5,-5.8,10,42,2
16-Oct-18,3900.88715,48.8,7.7,63.3,16.4,1020.1,-8.2,1.5,-28.3,-78.4,3.3,10,42,3
17-Oct-18,3883.86335,47.9,9.3,68,27.1,1016.8,-0.9,1.6,4.7,10.7,-3.3,10,42,4
18-Oct-18,4129.48105,43.2,8.7,56.5,25.6,1027.7,-4.7,-0.6,-11.5,-1.5,10.9,10,42,5
19-Oct-18,4287.1331,46,5.1,68.8,8.8,1022.4,2.8,-3.6,12.3,-16.8,-5.3,10,42,6
20-Oct-18,3444.5332,53.4,7.4,77.8,76.8,1006.7,7.4,2.3,9,68,-15.7,10,42,7
21-Oct-18,3804.25915,42.8,11.6,65.3,63.8,1015.5,-10.6,4.2,-12.5,-13,8.8,10,43,1
22-Oct-18,4242.4656,43.4,5.6,66.3,63.5,1023,0.6,-6,1,-0.3,7.5,10,43,2
23-Oct-18,4123.2973,49.9,6.1,66.8,54.8,1017.2,6.5,0.5,0.5,-8.7,-5.8,10,43,3
24-Oct-18,4081.1492,44.8,9.8,63.5,58.7,1021.2,-5.1,3.7,-3.3,3.9,4,10,43,4
25-Oct-18,4244.7759,41.4,6.5,65.4,30.6,1022,-3.4,-3.3,1.9,-28.1,0.8,10,43,5
26-Oct-18,4347.60975,40.7,3.6,74.4,35.7,1018.8,-0.7,-2.9,9,5.1,-3.2,10,43,6
27-Oct-18,3792.53085,43.5,10.1,92.6,99.6,1006,2.8,6.5,18.2,63.9,-12.8,10,43,7
28-Oct-18,3741.1628,45.7,4.9,87,96.3,1007.4,2.2,-5.2,-5.6,-3.3,1.4,10,44,1
29-Oct-18,4035.49485,47.5,8.2,79.5,78.4,1009.7,1.8,3.3,-7.5,-17.9,2.3,10,44,2
30-Oct-18,4220.85435,44.9,6.6,70,6.3,1019.1,-2.6,-1.6,-9.5,-72.1,9.4,10,44,3
31-Oct-18,4176.5124,50.6,3.8,76,46.8,1016.4,5.7,-2.8,6,40.5,-2.7,10,44,4
1-Nov-18,3870.9,59.7,4.5,80,48.5,1010.4,9.1,0.7,4,1.7,-6,11,44,5
2-Nov-18,3820.89705,63,7.2,85.3,89,1004.8,3.3,2.7,5.3,40.5,-5.6,11,44,6
3-Nov-18,3586.77305,49.6,10.7,72.5,63.9,1012.5,-13.4,3.5,-12.8,-25.1,7.7,11,44,7
4-Nov-18,3725.4225,43.7,3.5,69,7.2,1031.8,-5.9,-7.2,-3.5,-56.7,19.3,11,45,1
5-Nov-18,4235.47095,47.4,6.9,90.5,91.7,1024,3.7,3.4,21.5,84.5,-7.8,11,45,2
6-Nov-18,4110.2277,52,5.1,94.2,79.1,1011.3,4.6,-1.8,3.7,-12.6,-12.7,11,45,3
7-Nov-18,4063.0969,52.6,8.6,60.2,13,1016.6,0.6,3.5,-34,-66.1,5.3,11,45,4
8-Nov-18,4237.6478,44,4.9,63.4,8,1024.7,-8.6,-3.7,3.2,-5,8.1,11,45,5
9-Nov-18,4403.77775,39.6,5.4,84.9,74.4,1020.4,-4.4,0.5,21.5,66.4,-4.3,11,45,6
10-Nov-18,4232.97875,37,12.4,63.1,37.1,1018.4,-2.6,7,-21.8,-37.3,-2,11,45,7
11-Nov-18,4122.1141,34.3,4.8,67.6,13.7,1028.4,-2.7,-7.6,4.5,-23.4,10,11,46,1
12-Nov-18,4687.4882,36.5,2.6,74,39,1028.1,2.2,-2.2,6.4,25.3,-0.3,11,46,2
13-Nov-18,4549.07845,40.2,8.3,84.1,90.2,1018.3,3.7,5.7,10.1,51.2,-9.8,11,46,3
14-Nov-18,4694.8509,34.2,9.5,54,30.6,1030.5,-6,1.2,-30.1,-59.6,12.2,11,46,4
15-Nov-18,5066.4539,29.1,8,76.4,64.9,1026.8,-5.1,-1.5,22.4,34.3,-3.7,11,46,5
16-Nov-18,4624.0068,35.4,10.8,82.4,91.7,1009.3,6.3,2.8,6,26.8,-17.5,11,46,6
17-Nov-18,4233.86615,39.1,7.9,72.1,88.3,1022.5,3.7,-2.9,-10.3,-3.4,13.2,11,46,7
18-Nov-18,4264.05985,36.9,2.7,77.8,85.5,1026,-2.2,-5.2,5.7,-2.8,3.5,11,47,1
19-Nov-18,4610.46205,39.6,1.7,88.8,74.2,1018.3,2.7,-1,11,-11.3,-7.7,11,47,2
20-Nov-18,4604.4925,39.8,7.6,77.3,87.7,1014.8,0.2,5.9,-11.5,13.5,-3.5,11,47,3
21-Nov-18,4703.6059,35,11.1,62.3,70.1,1020.4,-4.8,3.5,-15,-17.6,5.6,11,47,4
22-Nov-18,4657.43645,21.3,10.6,47.5,13,1032.7,-13.7,-0.5,-14.8,-57.1,12.3,11,47,5
23-Nov-18,4831.07445,21.3,4,48.8,23.5,1033.3,0,-6.6,1.3,10.5,0.6,11,47,6
24-Nov-18,4436.95835,32.6,5.1,80.8,89,1016.4,11.3,1.1,32,65.5,-16.9,11,47,7
25-Nov-18,3966.4621,41.9,4.2,87.9,55.8,1011.3,9.3,-0.9,7.1,-33.2,-5.1,11,48,1
26-Nov-18,4428.4915,42.4,7.1,90.9,85.1,1004.2,0.5,2.9,3,29.3,-7.1,11,48,2
27-Nov-18,4924.067,36,13.5,70.5,93.7,1000.1,-6.4,6.4,-20.4,8.6,-4.1,11,48,3
28-Nov-18,5029.6591,33.8,16.5,64.6,94.8,1004.5,-2.2,3,-5.9,1.1,4.4,11,48,4
